,Type,InputFile,Mean,Std
0,Nodes,2424242424,49.84,0.36660605559646725
1,Nodes,2424242424,21.54,6.6036656487136
2,Edges,2424242424,135.16,11.805693541677252
3,Edges,2424242424,18.72,8.173224577851755
4,DCen,2424242424,0.11104991755931908,0.08162916188676424
5,DCen,2424242424,0.08228959988795562,0.07039700934800854
6,CCen,2424242424,0.14394545997497704,0.04912696742142017
7,CCen,2424242424,0.04604303402329523,0.038619195073159966
8,BCen,2424242424,0.02201195294039203,0.035236445996915375
9,BCen,2424242424,0.001065052890869864,0.0039823509114040485
