,Type,Mean,Std
0,Nodes,48.96,2.1629609335353237
1,Edges,113.42,31.608283724365677
2,DCen,0.09592876035449709,0.08321343833499664
3,CCen,0.09914486675156556,0.0537885313596481
4,BCen,0.013156703598655867,0.028175151320836103
