,Type,InputFile,Mean,Std
0,Nodes,3636363636,43.52,2.6095210288480146
1,Nodes,3636363636,50.0,0.0
2,Edges,3636363636,65.54,8.251569547667886
3,Edges,3636363636,259.12,9.540733724405058
4,DCen,3636363636,0.07068383764194414,0.06526629825979834
5,DCen,3636363636,0.2115265306122449,0.07764044511207523
6,CCen,3636363636,0.05365917916610114,0.02973519693611086
7,CCen,3636363636,0.32510747817460994,0.0394874754573229
8,BCen,3636363636,0.004117838478685339,0.012002983566116836
9,BCen,3636363636,0.02743316326530612,0.0236301768844024
