,Type,Mean,Std
0,Nodes,7.56,7.335284588889514
1,Edges,6.94,7.026834280100819
2,DCen,0.1694683571434272,0.24444390982609968
3,CCen,0.08631170416884701,0.06526338562419683
4,BCen,0.0003205653231453025,0.003611699246094099
