,Type,Mean,Std
0,Nodes,43.18,6.692353845994696
1,Edges,65.18,22.380965126642778
2,DCen,0.06975753017333886,0.09523439272977816
3,CCen,0.04797909882207264,0.023892149653264964
4,BCen,0.0020980651233611252,0.008484627953995244
