,Type,InputFile,Mean,Std
0,Nodes,1616161616,50.0,0.0
1,Nodes,1616161616,50.0,0.0
2,Edges,1616161616,246.14,9.901535234497729
3,Edges,1616161616,252.56,10.494112635187408
4,DCen,1616161616,0.20093061224489792,0.09009449581278592
5,DCen,1616161616,0.20617142857142853,0.09049614330651207
6,CCen,1616161616,0.3139845093058969,0.04049563662510039
7,CCen,1616161616,0.31871395104478134,0.042020298722491675
8,BCen,1616161616,0.0294734693877551,0.028279646583348503
9,BCen,1616161616,0.030261564625850338,0.0289690751639226
