,Type,InputFile,Mean,Std
0,Nodes,1717171717,50.0,0.0
1,Nodes,1717171717,49.94,0.23748684174075835
2,Edges,1717171717,256.64,11.526942352592902
3,Edges,1717171717,162.28,13.178831511177309
4,DCen,1717171717,0.2095020408163265,0.08511710491642932
5,DCen,1717171717,0.13278246821355694,0.07377644254217657
6,CCen,1717171717,0.3208746792504751,0.0374301629351355
7,CCen,1717171717,0.18122156546709636,0.04718866139594472
8,BCen,1717171717,0.027439625850340134,0.02503435749795494
9,BCen,1717171717,0.025217158114705082,0.033091692050625274
