,Type,InputFile,Mean,Std
0,Nodes,1818181818,50.0,0.0
1,Nodes,1818181818,41.4,3.475629439396553
2,Edges,1818181818,234.32,13.735268472075818
3,Edges,1818181818,53.18,9.819755597773296
4,DCen,1818181818,0.1912816326530612,0.11039028139924839
5,DCen,1818181818,0.06316424494026684,0.05351532168555093
6,CCen,1818181818,0.27210179040887095,0.04120699531425092
7,CCen,1818181818,0.04557400964472187,0.029129211966782975
8,BCen,1818181818,0.024776360544217686,0.028736816780443916
9,BCen,1818181818,0.0033669354104471864,0.0099269478047446
