,Type,Mean,Std
0,Nodes,49.26,1.6347476869535555
1,Edges,120.84,33.21647783856681
2,DCen,0.1011821171329795,0.08221048405414454
3,CCen,0.11186721230847985,0.06301521029899584
4,BCen,0.013998239318892785,0.026813128135809532
