,Type,InputFile,Mean,Std
0,Nodes,2121212121,49.84,0.36660605559646725
1,Nodes,2121212121,50.0,0.0
2,Edges,2121212121,135.16,11.805693541677252
3,Edges,2121212121,246.14,9.901535234497729
4,DCen,2121212121,0.11104991755931908,0.08162916188676424
5,DCen,2121212121,0.20093061224489792,0.09009449581278592
6,CCen,2121212121,0.14394545997497704,0.04912696742142017
7,CCen,2121212121,0.3139845093058969,0.04049563662510039
8,BCen,2121212121,0.02201195294039203,0.035236445996915375
9,BCen,2121212121,0.0294734693877551,0.028279646583348503
