,Type,InputFile,Mean,Std
0,Nodes,1414141414,50.0,0.0
1,Nodes,1414141414,21.54,6.6036656487136
2,Edges,1414141414,246.14,9.901535234497729
3,Edges,1414141414,18.72,8.173224577851755
4,DCen,1414141414,0.20093061224489792,0.09009449581278592
5,DCen,1414141414,0.08228959988795562,0.07039700934800854
6,CCen,1414141414,0.3139845093058969,0.04049563662510039
7,CCen,1414141414,0.04604303402329523,0.038619195073159966
8,BCen,1414141414,0.0294734693877551,0.028279646583348503
9,BCen,1414141414,0.001065052890869864,0.0039823509114040485
