,Type,InputFile,Mean,Std
0,Nodes,1212121212,50.0,0.0
1,Nodes,1212121212,1.0,7.0
2,Edges,1212121212,234.32,13.735268472075818
3,Edges,1212121212,2.54,17.779999999999998
4,DCen,1212121212,0.1912816326530612,0.11039028139924839
5,DCen,1212121212,0.10367346938775508,0.09717715052379013
6,CCen,1212121212,0.27210179040887095,0.04120699531425092
7,CCen,1212121212,0.09808189901489632,0.026400388781265976
8,BCen,1212121212,0.024776360544217686,0.028736816780443916
9,BCen,1212121212,0.006955782312925171,0.014031138615610235
