,Type,InputFile,Mean,Std
0,Nodes,4343434343,21.54,6.6036656487136
1,Nodes,4343434343,39.52,5.814602307982894
2,Edges,4343434343,18.72,8.173224577851755
3,Edges,4343434343,51.34,12.024325344899813
4,DCen,4343434343,0.08228959988795562,0.07039700934800854
5,DCen,4343434343,0.06668916791003734,0.06260075873627749
6,CCen,4343434343,0.04604303402329523,0.038619195073159966
7,CCen,4343434343,0.04754469553226056,0.02814360875894355
8,BCen,4343434343,0.001065052890869864,0.0039823509114040485
9,BCen,4343434343,0.0030900100817411753,0.009302538595644444
