,Type,InputFile,Mean,Std
0,Nodes,2525252525,49.88,0.3815756805667782
1,Nodes,2525252525,49.2,1.6492422502470643
2,Edges,2525252525,146.8,12.289833196589774
3,Edges,2525252525,118.72,39.593959135201416
4,DCen,2525252525,0.12038960809459855,0.0743887330111155
5,DCen,2525252525,0.0995744513963114,0.08836576170774324
6,CCen,2525252525,0.16467444606978476,0.049358038676573096
7,CCen,2525252525,0.10444933157213487,0.06656548349284908
8,BCen,2525252525,0.02569072411001883,0.03649930010202475
9,BCen,2525252525,0.012596104627155658,0.026954833222548106
