,Type,InputFile,Mean,Std
0,Nodes,3939393939,40.06,4.3469989648031895
1,Nodes,3939393939,27.98,5.390695687942327
2,Edges,3939393939,51.02,10.420153549732365
3,Edges,3939393939,25.22,7.621784567934205
4,DCen,3939393939,0.06472980583108921,0.060976049980129524
5,DCen,3939393939,0.06597118799693513,0.05066331457548324
6,CCen,3939393939,0.04679120595893299,0.02678137318972475
7,CCen,3939393939,0.03868828063864466,0.030835712425444008
8,BCen,3939393939,0.0033858193636484104,0.01000079662817733
9,BCen,3939393939,0.0013600491012263427,0.006300053241154969
