,Type,InputFile,Mean,Std
0,Nodes,2626262626,49.88,0.3815756805667782
1,Nodes,2626262626,50.0,0.0
2,Edges,2626262626,146.8,12.289833196589774
3,Edges,2626262626,259.18,10.816080621001307
4,DCen,2626262626,0.12038960809459855,0.0743887330111155
5,DCen,2626262626,0.21157551020408158,0.07825130694585146
6,CCen,2626262626,0.16467444606978476,0.049358038676573096
7,CCen,2626262626,0.33548723140045666,0.037548912447731134
8,BCen,2626262626,0.02569072411001883,0.03649930010202475
9,BCen,2626262626,0.029566836734693874,0.024760167616805044
