,Type,Mean,Std
0,Nodes,49.8,0.4472135954999579
1,Edges,131.94,12.374829291751865
2,DCen,0.10857263908725073,0.0897599013143983
3,CCen,0.12354842138080091,0.041978520138535896
4,BCen,0.016249583342210494,0.030146677963360114
