,Type,Mean,Std
0,Nodes,28.76,6.975844034953764
1,Edges,28.16,9.28517097311622
2,DCen,0.06929083276603704,0.0826965006039001
3,CCen,0.04103269342979919,0.019732537071034437
4,BCen,0.0010391565666539784,0.004480746533363664
