,Type,InputFile,Mean,Std
0,Nodes,3535353535,39.52,5.814602307982894
1,Nodes,3535353535,48.58,3.3050869882652103
2,Edges,3535353535,51.34,12.024325344899813
3,Edges,3535353535,111.8,37.78677017158254
4,DCen,3535353535,0.06668916791003734,0.06260075873627749
5,DCen,3535353535,0.09552727192811945,0.08497184960589012
6,CCen,3535353535,0.04754469553226056,0.02814360875894355
7,CCen,3535353535,0.09879785067210016,0.05957509598808095
8,BCen,3535353535,0.0030900100817411753,0.009302538595644444
9,BCen,3535353535,0.012956556174099385,0.0282846590329705
