,Type,InputFile,Mean,Std
0,Nodes,1515151515,50.0,0.0
1,Nodes,1515151515,49.2,1.6492422502470643
2,Edges,1515151515,254.46,12.371273176193306
3,Edges,1515151515,118.72,39.593959135201416
4,DCen,1515151515,0.2077224489795918,0.08219037398631299
5,DCen,1515151515,0.0995744513963114,0.08836576170774324
6,CCen,1515151515,0.32403597550589336,0.037798016061299816
7,CCen,1515151515,0.10444933157213487,0.06656548349284908
8,BCen,1515151515,0.02865578231292517,0.025137829290670145
9,BCen,1515151515,0.012596104627155658,0.026954833222548106
