,Type,InputFile,Mean,Std
0,Nodes,3434343434,42.98,3.8806700452370335
1,Nodes,3434343434,29.36,4.620649305021969
2,Edges,3434343434,62.92,11.21934044407246
3,Edges,3434343434,29.32,7.417384983941443
4,DCen,3434343434,0.06937103303963812,0.06285482720628363
5,DCen,3434343434,0.06971916547113,0.06387160226667202
6,CCen,3434343434,0.05412173451014573,0.03081636650372105
7,CCen,3434343434,0.041194290962015906,0.02795695176565514
8,BCen,3434343434,0.004843746312802203,0.013368972533118221
9,BCen,3434343434,0.001140873318197514,0.004053445852250737
