,Type,Mean,Std
0,Nodes,26.34,11.632041953156806
1,Edges,27.28,15.615428268222425
2,DCen,0.07632580860079963,0.10038016778888326
3,CCen,0.04493996212998766,0.03855871942368557
4,BCen,0.00121524926277907,0.005025398751177316
