,Type,Mean,Std
0,Nodes,42.64,6.163635290962631
1,Edges,63.46,17.249011565884
2,DCen,0.07021385589917355,0.09959806446289007
3,CCen,0.04766211353816912,0.019549937691116598
4,BCen,0.0018805162994013282,0.007191381837707202
