,Type,Mean,Std
0,Nodes,21.7,6.57038811639008
1,Edges,18.52,7.640000000000001
2,DCen,0.08054300630206264,0.06643702566322525
3,CCen,0.04464900241424451,0.034635603071965934
4,BCen,0.0009678946014967069,0.00392966909007571
