,Type,InputFile,Mean,Std
0,Nodes,1414141414,50.0,0.0
1,Nodes,1414141414,20.68,5.135912771844942
2,Edges,1414141414,234.32,13.735268472075818
3,Edges,1414141414,17.5,5.762811813689564
4,DCen,1414141414,0.1912816326530612,0.11039028139924839
5,DCen,1414141414,0.08501749174604599,0.06934815970615694
6,CCen,1414141414,0.27210179040887095,0.04120699531425092
7,CCen,1414141414,0.04799155158998152,0.03744360226012419
8,BCen,1414141414,0.024776360544217686,0.028736816780443916
9,BCen,1414141414,0.001286356583345674,0.00479323132643814
