,Type,InputFile,Mean,Std
0,Nodes,2727272727,49.84,0.36660605559646725
1,Nodes,2727272727,49.88,0.3249615361854384
2,Edges,2727272727,135.16,11.805693541677252
3,Edges,2727272727,142.56,13.953006844404541
4,DCen,2727272727,0.11104991755931908,0.08162916188676424
5,DCen,2727272727,0.11692892874872482,0.08168837532514672
6,CCen,2727272727,0.14394545997497704,0.04912696742142017
7,CCen,2727272727,0.14636633841266564,0.05433378700022114
8,BCen,2727272727,0.02201195294039203,0.035236445996915375
9,BCen,2727272727,0.022298261811848217,0.03741922592892264
