,Type,InputFile,Mean,Std
0,Nodes,2525252525,49.9,0.36055512754639896
1,Nodes,2525252525,48.42,2.50671099251589
2,Edges,2525252525,150.42,9.77157100982232
3,Edges,2525252525,112.14,37.40749122836227
4,DCen,2525252525,0.12329669470653566,0.0767451641044331
5,DCen,2525252525,0.09668158274606481,0.08926712655638794
6,CCen,2525252525,0.16326022438032248,0.04194491221152325
7,CCen,2525252525,0.09809874301737016,0.058501685973983725
8,BCen,2525252525,0.023017867687397046,0.0327924142808473
9,BCen,2525252525,0.010904899749953841,0.02366051858040074
