,Type,Mean,Std
0,Nodes,49.2,1.8110770276274835
1,Edges,124.84,37.04071273612321
2,DCen,0.10462002731655104,0.08176060800023979
3,CCen,0.11324774737945795,0.0686537961184313
4,BCen,0.014105553937942645,0.027376283875114114
