,Type,InputFile,Mean,Std
0,Nodes,3333333333,43.52,2.6095210288480146
1,Nodes,3333333333,43.52,2.6095210288480146
2,Edges,3333333333,65.54,8.251569547667886
3,Edges,3333333333,65.54,8.251569547667886
4,DCen,3333333333,0.07068383764194414,0.06526629825979834
5,DCen,3333333333,0.07068383764194414,0.06526629825979834
6,CCen,3333333333,0.05365917916610114,0.02973519693611086
7,CCen,3333333333,0.05365917916610114,0.02973519693611086
8,BCen,3333333333,0.004117838478685339,0.012002983566116836
9,BCen,3333333333,0.004117838478685339,0.012002983566116836
