,Type,InputFile,Mean,Std
0,Nodes,4242424242,21.54,6.6036656487136
1,Nodes,4242424242,49.84,0.36660605559646725
2,Edges,4242424242,18.72,8.173224577851755
3,Edges,4242424242,135.16,11.805693541677252
4,DCen,4242424242,0.08228959988795562,0.07039700934800854
5,DCen,4242424242,0.11104991755931908,0.08162916188676424
6,CCen,4242424242,0.04604303402329523,0.038619195073159966
7,CCen,4242424242,0.14394545997497704,0.04912696742142017
8,BCen,4242424242,0.001065052890869864,0.0039823509114040485
9,BCen,4242424242,0.02201195294039203,0.035236445996915375
