,Type,InputFile,Mean,Std
0,Nodes,1212121212,50.0,0.0
1,Nodes,1212121212,49.84,0.36660605559646725
2,Edges,1212121212,246.14,9.901535234497729
3,Edges,1212121212,135.16,11.805693541677252
4,DCen,1212121212,0.20093061224489792,0.09009449581278592
5,DCen,1212121212,0.11104991755931908,0.08162916188676424
6,CCen,1212121212,0.3139845093058969,0.04049563662510039
7,CCen,1212121212,0.14394545997497704,0.04912696742142017
8,BCen,1212121212,0.0294734693877551,0.028279646583348503
9,BCen,1212121212,0.02201195294039203,0.035236445996915375
