,Type,Mean,Std
0,Nodes,50.0,0.0
1,Edges,262.96,10.877426166147945
2,DCen,0.2146612244897959,0.08271139649631529
3,CCen,0.3317827897768413,0.038786454025972285
4,BCen,0.028256802721088433,0.02445730064331775
