,Type,InputFile,Mean,Std
0,Nodes,2626262626,1.0,7.0
1,Nodes,2626262626,50.0,0.0
2,Edges,2626262626,2.54,17.779999999999998
3,Edges,2626262626,239.2,15.058552387264852
4,DCen,2626262626,0.10367346938775508,0.09717715052379013
5,DCen,2626262626,0.19526530612244897,0.11017341977078683
6,CCen,2626262626,0.09808189901489632,0.026400388781265976
7,CCen,2626262626,0.2771178013373248,0.050853355671692614
8,BCen,2626262626,0.006955782312925171,0.014031138615610235
9,BCen,2626262626,0.026612585034013602,0.03065059414344683
