,Type,InputFile,Mean,Std
0,Nodes,2525252525,1.0,7.0
1,Nodes,2525252525,47.6,3.3286633954186478
2,Edges,2525252525,2.54,17.779999999999998
3,Edges,2525252525,93.38,30.632590487910093
4,DCen,2525252525,0.10367346938775508,0.09717715052379013
5,DCen,2525252525,0.0830424911936322,0.0824727693652251
6,CCen,2525252525,0.09808189901489632,0.026400388781265976
7,CCen,2525252525,0.08046541442968498,0.044816336530920195
8,BCen,2525252525,0.006955782312925171,0.014031138615610235
9,BCen,2525252525,0.009438003998441498,0.0238579153053175
