,Type,InputFile,Mean,Std
0,Nodes,1414141414,50.0,0.0
1,Nodes,1414141414,26.92,6.950798515278658
2,Edges,1414141414,254.46,12.371273176193306
3,Edges,1414141414,25.2,8.55336191213724
4,DCen,1414141414,0.2077224489795918,0.08219037398631299
5,DCen,1414141414,0.07060032028000897,0.06138567936250785
6,CCen,1414141414,0.32403597550589336,0.037798016061299816
7,CCen,1414141414,0.03981970962696789,0.03062115189939577
8,BCen,1414141414,0.02865578231292517,0.025137829290670145
9,BCen,1414141414,0.0007373379155591719,0.0026848509218407764
