,Type,Mean,Std
0,Nodes,48.82,3.031105408922626
1,Edges,107.02,31.754363479685747
2,DCen,0.09087637204487813,0.08991748164335044
3,CCen,0.08889325997177457,0.04641059913938481
4,BCen,0.010087176293930434,0.023773824375398583
