,Type,InputFile,Mean,Std
0,Nodes,1818181818,50.0,0.0
1,Nodes,1818181818,45.96,3.346401051876478
2,Edges,1818181818,256.92,10.654276136838202
3,Edges,1818181818,74.48,15.632325482793659
4,DCen,1818181818,0.20973061224489792,0.08430765578911795
5,DCen,1818181818,0.07151802182680625,0.05514020939979931
6,CCen,1818181818,0.3220241338319201,0.040418388371432565
7,CCen,1818181818,0.058800101471402424,0.03536179279662148
8,BCen,1818181818,0.028262755102040814,0.02501845237501301
9,BCen,1818181818,0.00705621167724297,0.020126053361843498
