,Type,InputFile,Mean,Std
0,Nodes,3838383838,40.06,4.3469989648031895
1,Nodes,3838383838,41.4,3.475629439396553
2,Edges,3838383838,51.02,10.420153549732365
3,Edges,3838383838,53.18,9.819755597773296
4,DCen,3838383838,0.06472980583108921,0.060976049980129524
5,DCen,3838383838,0.06316424494026684,0.05351532168555093
6,CCen,3838383838,0.04679120595893299,0.02678137318972475
7,CCen,3838383838,0.04557400964472187,0.029129211966782975
8,BCen,3838383838,0.0033858193636484104,0.01000079662817733
9,BCen,3838383838,0.0033669354104471864,0.0099269478047446
