,Type,Mean,Std
0,Nodes,30.18,5.248580760548513
1,Edges,30.54,8.047881708872218
2,DCen,0.06859786553549847,0.06308203965040723
3,CCen,0.04061120797878208,0.02709433772695931
4,BCen,0.0010965785584706265,0.004043777674544645
