,Type,InputFile,Mean,Std
0,Nodes,2222222222,49.88,0.3815756805667782
1,Nodes,2222222222,49.88,0.3815756805667782
2,Edges,2222222222,146.8,12.289833196589774
3,Edges,2222222222,146.8,12.289833196589774
4,DCen,2222222222,0.12038960809459855,0.0743887330111155
5,DCen,2222222222,0.12038960809459855,0.0743887330111155
6,CCen,2222222222,0.16467444606978476,0.049358038676573096
7,CCen,2222222222,0.16467444606978476,0.049358038676573096
8,BCen,2222222222,0.02569072411001883,0.03649930010202475
9,BCen,2222222222,0.02569072411001883,0.03649930010202475
