,Type,Mean,Std
0,Nodes,0.84,2.766658634526493
1,Edges,0.74,2.4964775184247103
2,DCen,0.23809523809523808,0.2761519224912232
3,CCen,0.1240079365079365,0.08608643786559349
4,BCen,0.002125850340136054,0.013612083838080031
