,Type,InputFile,Mean,Std
0,Nodes,1717171717,50.0,0.0
1,Nodes,1717171717,49.96,0.19595917942265423
2,Edges,1717171717,256.92,10.654276136838202
3,Edges,1717171717,159.04,13.765115328249161
4,DCen,1717171717,0.20973061224489792,0.08430765578911795
5,DCen,1717171717,0.1300176195378071,0.07154491635854432
6,CCen,1717171717,0.3220241338319201,0.040418388371432565
7,CCen,1717171717,0.17708185586539582,0.055438561394478295
8,BCen,1717171717,0.028262755102040814,0.02501845237501301
9,BCen,1717171717,0.026228444037615387,0.03460759884008431
