,Type,InputFile,Mean,Std
0,Nodes,2121212121,1.0,7.0
1,Nodes,2121212121,50.0,0.0
2,Edges,2121212121,2.54,17.779999999999998
3,Edges,2121212121,234.32,13.735268472075818
4,DCen,2121212121,0.10367346938775508,0.09717715052379013
5,DCen,2121212121,0.1912816326530612,0.11039028139924839
6,CCen,2121212121,0.09808189901489632,0.026400388781265976
7,CCen,2121212121,0.27210179040887095,0.04120699531425092
8,BCen,2121212121,0.006955782312925171,0.014031138615610235
9,BCen,2121212121,0.024776360544217686,0.028736816780443916
