,Type,InputFile,Mean,Std
0,Nodes,1616161616,50.0,0.0
1,Nodes,1616161616,50.0,0.0
2,Edges,1616161616,254.46,12.371273176193306
3,Edges,1616161616,259.18,10.816080621001307
4,DCen,1616161616,0.2077224489795918,0.08219037398631299
5,DCen,1616161616,0.21157551020408158,0.07825130694585146
6,CCen,1616161616,0.32403597550589336,0.037798016061299816
7,CCen,1616161616,0.33548723140045666,0.037548912447731134
8,BCen,1616161616,0.02865578231292517,0.025137829290670145
9,BCen,1616161616,0.029566836734693874,0.024760167616805044
