,Type,InputFile,Mean,Std
0,Nodes,1919191919,50.0,0.0
1,Nodes,1919191919,36.72,6.082894048066266
2,Edges,1919191919,256.92,10.654276136838202
3,Edges,1919191919,40.76,11.549129837351384
4,DCen,1919191919,0.20973061224489792,0.08430765578911795
5,DCen,1919191919,0.061086737435442955,0.04592735541792496
6,CCen,1919191919,0.3220241338319201,0.040418388371432565
7,CCen,1919191919,0.03791552161785071,0.027801428921415534
8,BCen,1919191919,0.028262755102040814,0.02501845237501301
9,BCen,1919191919,0.001389064817194131,0.004388752770337494
