,Type,Mean,Std
0,Nodes,1.16,3.1264036847470607
1,Edges,1.02,2.810622706803601
2,DCen,0.2413793103448276,0.28790472089086144
3,CCen,0.12068965517241378,0.07679486789974632
4,BCen,0.0,0.0
