,Type,Mean,Std
0,Nodes,48.76,2.8883213117657114
1,Edges,110.52,32.25104029329907
2,DCen,0.09417096513974467,0.0884626206321083
3,CCen,0.09225165983247044,0.04823972026988348
4,BCen,0.010747323450897918,0.024381815151139453
