,Type,InputFile,Mean,Std
0,Nodes,2525252525,49.84,0.36660605559646725
1,Nodes,2525252525,48.58,3.3050869882652103
2,Edges,2525252525,135.16,11.805693541677252
3,Edges,2525252525,111.8,37.78677017158254
4,DCen,2525252525,0.11104991755931908,0.08162916188676424
5,DCen,2525252525,0.09552727192811945,0.08497184960589012
6,CCen,2525252525,0.14394545997497704,0.04912696742142017
7,CCen,2525252525,0.09879785067210016,0.05957509598808095
8,BCen,2525252525,0.02201195294039203,0.035236445996915375
9,BCen,2525252525,0.012956556174099385,0.0282846590329705
