,Type,InputFile,Mean,Std
0,Nodes,2323232323,1.0,7.0
1,Nodes,2323232323,40.06,4.3469989648031895
2,Edges,2323232323,2.54,17.779999999999998
3,Edges,2323232323,51.02,10.420153549732365
4,DCen,2323232323,0.10367346938775508,0.09717715052379013
5,DCen,2323232323,0.06472980583108921,0.060976049980129524
6,CCen,2323232323,0.09808189901489632,0.026400388781265976
7,CCen,2323232323,0.04679120595893299,0.02678137318972475
8,BCen,2323232323,0.006955782312925171,0.014031138615610235
9,BCen,2323232323,0.0033858193636484104,0.01000079662817733
