,Type,InputFile,Mean,Std
0,Nodes,2525252525,49.86,0.34698703145794946
1,Nodes,2525252525,49.4,1.2165525060596438
2,Edges,2525252525,149.82,11.098990945126499
3,Edges,2525252525,121.02,35.0111353714786
4,DCen,2525252525,0.12297869408493439,0.07803231416827451
5,DCen,2525252525,0.10083260312402739,0.08597573861336107
6,CCen,2525252525,0.16631079210122346,0.04549509229905724
7,CCen,2525252525,0.10885886035440116,0.06173018533817005
8,BCen,2525252525,0.02417256086618447,0.036013099889209296
9,BCen,2525252525,0.013356751389066019,0.027337196441556768
