,Type,Mean,Std
0,Nodes,48.08,3.1549326458737594
1,Edges,106.5,40.50395042461908
2,DCen,0.09254407295749512,0.07709885209798896
3,CCen,0.100103561366548,0.06644517329793587
4,BCen,0.013370089109436113,0.029857029043377
