,Type,InputFile,Mean,Std
0,Nodes,2929292929,1.0,7.0
1,Nodes,2929292929,27.98,5.390695687942327
2,Edges,2929292929,2.54,17.779999999999998
3,Edges,2929292929,25.22,7.621784567934205
4,DCen,2929292929,0.10367346938775508,0.09717715052379013
5,DCen,2929292929,0.06597118799693513,0.05066331457548324
6,CCen,2929292929,0.09808189901489632,0.026400388781265976
7,CCen,2929292929,0.03868828063864466,0.030835712425444008
8,BCen,2929292929,0.006955782312925171,0.014031138615610235
9,BCen,2929292929,0.0013600491012263427,0.006300053241154969
