,Type,InputFile,Mean,Std
0,Nodes,1717171717,50.0,0.0
1,Nodes,1717171717,49.72,0.448998886412873
2,Edges,1717171717,234.32,13.735268472075818
3,Edges,1717171717,128.04,11.68582046755811
4,DCen,1717171717,0.1912816326530612,0.11039028139924839
5,DCen,1717171717,0.10570795091970818,0.08713638461512054
6,CCen,1717171717,0.27210179040887095,0.04120699531425092
7,CCen,1717171717,0.12638881227848192,0.041286179968237316
8,BCen,1717171717,0.024776360544217686,0.028736816780443916
9,BCen,1717171717,0.01826887830498934,0.03424883001942644
