,Type,InputFile,Mean,Std
0,Nodes,2727272727,49.9,0.36055512754639896
1,Nodes,2727272727,49.94,0.23748684174075835
2,Edges,2727272727,150.42,9.77157100982232
3,Edges,2727272727,162.28,13.178831511177309
4,DCen,2727272727,0.12329669470653566,0.0767451641044331
5,DCen,2727272727,0.13278246821355694,0.07377644254217657
6,CCen,2727272727,0.16326022438032248,0.04194491221152325
7,CCen,2727272727,0.18122156546709636,0.04718866139594472
8,BCen,2727272727,0.023017867687397046,0.0327924142808473
9,BCen,2727272727,0.025217158114705082,0.033091692050625274
