,Type,InputFile,Mean,Std
0,Nodes,3131313131,39.52,5.814602307982894
1,Nodes,3131313131,50.0,0.0
2,Edges,3131313131,51.34,12.024325344899813
3,Edges,3131313131,246.14,9.901535234497729
4,DCen,3131313131,0.06668916791003734,0.06260075873627749
5,DCen,3131313131,0.20093061224489792,0.09009449581278592
6,CCen,3131313131,0.04754469553226056,0.02814360875894355
7,CCen,3131313131,0.3139845093058969,0.04049563662510039
8,BCen,3131313131,0.0030900100817411753,0.009302538595644444
9,BCen,3131313131,0.0294734693877551,0.028279646583348503
