,Type,InputFile,Mean,Std
0,Nodes,2121212121,49.86,0.34698703145794946
1,Nodes,2121212121,50.0,0.0
2,Edges,2121212121,149.82,11.098990945126499
3,Edges,2121212121,256.92,10.654276136838202
4,DCen,2121212121,0.12297869408493439,0.07803231416827451
5,DCen,2121212121,0.20973061224489792,0.08430765578911795
6,CCen,2121212121,0.16631079210122346,0.04549509229905724
7,CCen,2121212121,0.3220241338319201,0.040418388371432565
8,BCen,2121212121,0.02417256086618447,0.036013099889209296
9,BCen,2121212121,0.028262755102040814,0.02501845237501301
