,Type,Mean,Std
0,Nodes,46.1,2.8583211855912904
1,Edges,76.46,14.404457643382484
2,DCen,0.07315304961474957,0.056458172167470885
3,CCen,0.05701238769182578,0.03494561366591154
4,BCen,0.005122339103606669,0.013454985453607293
