,Type,InputFile,Mean,Std
0,Nodes,2929292929,49.84,0.36660605559646725
1,Nodes,2929292929,28.9,5.838664230798
2,Edges,2929292929,135.16,11.805693541677252
3,Edges,2929292929,25.62,7.565421336581329
4,DCen,2929292929,0.11104991755931908,0.08162916188676424
5,DCen,2929292929,0.06280252023223877,0.050311209618457996
6,CCen,2929292929,0.14394545997497704,0.04912696742142017
7,CCen,2929292929,0.036089942227525915,0.029294925173691824
8,BCen,2929292929,0.02201195294039203,0.035236445996915375
9,BCen,2929292929,0.0008852858847977317,0.0036298097650481064
