,Type,Mean,Std
0,Nodes,50.0,0.0
1,Edges,158.22,11.136049568855196
2,DCen,0.12915918367346937,0.06684877772790702
3,CCen,0.18058908120486017,0.047401046680397164
4,BCen,0.029171598639455783,0.03807222555725202
