,Type,InputFile,Mean,Std
0,Nodes,1313131313,50.0,0.0
1,Nodes,1313131313,43.52,2.6095210288480146
2,Edges,1313131313,256.64,11.526942352592902
3,Edges,1313131313,65.54,8.251569547667886
4,DCen,1313131313,0.2095020408163265,0.08511710491642932
5,DCen,1313131313,0.07068383764194414,0.06526629825979834
6,CCen,1313131313,0.3208746792504751,0.0374301629351355
7,CCen,1313131313,0.05365917916610114,0.02973519693611086
8,BCen,1313131313,0.027439625850340134,0.02503435749795494
9,BCen,1313131313,0.004117838478685339,0.012002983566116836
