,Type,InputFile,Mean,Std
0,Nodes,3131313131,42.54,3.868901652924251
1,Nodes,3131313131,50.0,0.0
2,Edges,3131313131,61.18,12.017803459867364
3,Edges,3131313131,254.46,12.371273176193306
4,DCen,3131313131,0.06875766113920895,0.061307207340663174
5,DCen,3131313131,0.2077224489795918,0.08219037398631299
6,CCen,3131313131,0.05335693599883678,0.02999860845969582
7,CCen,3131313131,0.32403597550589336,0.037798016061299816
8,BCen,3131313131,0.005338732593041227,0.015012143620125002
9,BCen,3131313131,0.02865578231292517,0.025137829290670145
