,Type,InputFile,Mean,Std
0,Nodes,1111111111,50.0,0.0
1,Nodes,1111111111,50.0,0.0
2,Edges,1111111111,234.32,13.735268472075818
3,Edges,1111111111,234.32,13.735268472075818
4,DCen,1111111111,0.1912816326530612,0.11039028139924839
5,DCen,1111111111,0.1912816326530612,0.11039028139924839
6,CCen,1111111111,0.27210179040887095,0.04120699531425092
7,CCen,1111111111,0.27210179040887095,0.04120699531425092
8,BCen,1111111111,0.024776360544217686,0.028736816780443916
9,BCen,1111111111,0.024776360544217686,0.028736816780443916
