,Type,InputFile,Mean,Std
0,Nodes,4545454545,21.54,6.6036656487136
1,Nodes,4545454545,48.58,3.3050869882652103
2,Edges,4545454545,18.72,8.173224577851755
3,Edges,4545454545,111.8,37.78677017158254
4,DCen,4545454545,0.08228959988795562,0.07039700934800854
5,DCen,4545454545,0.09552727192811945,0.08497184960589012
6,CCen,4545454545,0.04604303402329523,0.038619195073159966
7,CCen,4545454545,0.09879785067210016,0.05957509598808095
8,BCen,4545454545,0.001065052890869864,0.0039823509114040485
9,BCen,4545454545,0.012956556174099385,0.0282846590329705
