,Type,InputFile,Mean,Std
0,Nodes,2323232323,49.84,0.36660605559646725
1,Nodes,2323232323,39.52,5.814602307982894
2,Edges,2323232323,135.16,11.805693541677252
3,Edges,2323232323,51.34,12.024325344899813
4,DCen,2323232323,0.11104991755931908,0.08162916188676424
5,DCen,2323232323,0.06668916791003734,0.06260075873627749
6,CCen,2323232323,0.14394545997497704,0.04912696742142017
7,CCen,2323232323,0.04754469553226056,0.02814360875894355
8,BCen,2323232323,0.02201195294039203,0.035236445996915375
9,BCen,2323232323,0.0030900100817411753,0.009302538595644444
